follower,chgt1,chgt2,chgt3,chgt4,chgt5,chgt6,chgt7,chgt8,chgt9,chgt10,chgt11,chgt12,chgt13,chgt14
1,0.5999999999999943,0.39999999999997726,0.09999999999999432,0.799999999999983,0.10000000000002274,0.39999999999997726,0.3999999999997499,0.29999999999972715,0.30000000000001137,0.5999999999999659,0.5,1.3999999999999773,1.5,1.099999999999966
2,2.8000000000000114,0.39999999999997726,0.19999999999998863,0.5,0.10000000000002274,0.5999999999999659,0.29999999999972715,0.29999999999972715,1.9000000000000057,0.5999999999999659,0.5999999999996817,3.5999999999999943,3.8999999999999773,3.599999999999966
3,4.200000000000017,0.6000000000000227,0.5,1.1999999999999886,1.0,0.0999999999999659,0.09999999999968168,0.09999999999968168,3.6000000000000227,0.5999999999999659,0.3999999999997499,3.1999999999999886,5.399999999999977,5.300000000000011
4,6.599999999999994,0.5,0.09999999999999432,0.799999999999983,0.8000000000000114,0.5999999999999659,0.29999999999972715,0.19999999999970441,5.100000000000023,0.6999999999999886,0.29999999999972715,5.699999999999989,7.699999999999989,7.599999999999966
